"stid"|"schema_name"|"function_name"|"parameter_name"|"parameter_description"|"reporting_level"|"source"|"rest"|"xls_template"|"progress_code"|"xls_column_name_lv_1"|"xls_column_name_lv_2"
1301|"administrative_units"|"get_country_all_inds"|"water_s_prot_1985_km2"|"Protected area of seasonal surface inland water in first epoch expressed in km2."|"CL"|"dopa"|True|False|3|NULL|NULL
1301|"administrative_units"|"get_country_all_inds"|"water_s_prot_netchange_km2"|"Protected area of seasonal surface inland water changes between first and last epochs expressed in km2."|"CL"|"dopa"|True|False|3|NULL|NULL
1301|"administrative_units"|"get_country_all_inds"|"water_s_prot_netchange_perc"|"Protected area of seasonal surface inland water changesbetween first and last epochs expressed in percentages."|"CL"|"dopa"|True|False|3|NULL|NULL
1301|"administrative_units"|"get_country_all_inds"|"water_s_prot_now_km2"|"Protected area of seasonal surface inland water in last epoch expressed in km2."|"CL"|"dopa"|True|False|3|NULL|NULL
1301|"administrative_units"|"get_region_aggregated_inds"|"water_p_netchange_km2"|"Area of permanent surface inland water (JRC Global Surface Water) where change happened in km2"|NULL|"extended"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_aggregated_inds"|"water_p_prot_netchange_km2"|"Area of permanent surface inland water (JRC Global Surface Water) where change happened which is protected in km2"|NULL|"extended"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_aggregated_inds"|"water_p_prot_netchange_perc"|"Percentage of area where permanent surface inland water (JRC Global Surface Water) change happened which is protected"|NULL|"extended"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_p_1985_km2"|"Area of permanent surface inland water in first epoch expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_p_netchange_km2"|"Area of permanent surface inland water changes between first and last epochs expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_p_netchange_perc"|"Area of permanent surface inland water changesbetween first and last epochs expressed in percentages."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_p_now_km2"|"Area of permanent surface inland water in last epoch expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_p_prot_1985_km2"|"Protected area of permanent surface inland water in first epoch expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_p_prot_netchange_km2"|"Protected area of permanent surface inland water changes between first and last epochs expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_p_prot_netchange_perc"|"Protected area of permanent surface inland water changesbetween first and last epochs expressed in percentages."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_p_prot_now_km2"|"Protected area of permanent surface inland water in last epoch expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_s_1985_km2"|"Area of seasonal surface inland water  in first epoch expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_s_netchange_km2"|"Area of seasonal surface inland water changes between first and last epochs expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_s_netchange_perc"|"Area of seasonal surface inland water changesbetween first and last epochs expressed in percentages."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_s_now_km2"|"Area of seasonal surface inland water in last epoch expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_s_prot_1985_km2"|"Protected area of seasonal surface inland water in first epoch expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_s_prot_netchange_km2"|"Protected area of seasonal surface inland water changes between first and last epochs expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_s_prot_netchange_perc"|"Protected area of seasonal surface inland water changesbetween first and last epochs expressed in percentages."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"administrative_units"|"get_region_all_inds"|"water_s_prot_now_km2"|"Protected area of seasonal surface inland water in last epoch expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_p_1985_km2"|"Area of permanent surface inland water in first epoch expressed in km2."|"ET"|"dopa"|True|False|3|NULL|NULL
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_p_netchange_km2"|"Area of permanent surface inland water changes between first and last epochs expressed in km2."|"ET"|"dopa"|True|True|3|"SURFACE INLAND WATER"|"Net change of permanent surface water between 2018 ? 1985 (km2)"
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_p_netchange_perc"|"Area of permanent surface inland water changesbetween first and last epochs expressed in percentages."|"ET"|"dopa"|True|True|3|"SURFACE INLAND WATER"|"Net change of permanent surface water between 2018 ? 1985 (%)"
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_p_now_km2"|"Area of permanent surface inland water in last epoch expressed in km2."|"ET"|"dopa"|True|True|3|"SURFACE INLAND WATER"|"Permanent surface water in 2018 (km2)"
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_p_prot_1985_km2"|"Protected area of permanent surface inland water in first epoch expressed in km2."|"ET"|"dopa"|True|False|3|NULL|NULL
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_p_prot_netchange_km2"|"Protected area of permanent surface inland water changes between first and last epochs expressed in km2."|"ET"|"dopa"|True|False|3|NULL|NULL
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_p_prot_netchange_perc"|"Protected area of permanent surface inland water changesbetween first and last epochs expressed in percentages."|"ET"|"dopa"|True|False|3|NULL|NULL
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_p_prot_now_km2"|"Protected area of permanent surface inland water in last epoch expressed in km2."|"ET"|"dopa"|True|False|3|NULL|NULL
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_s_1985_km2"|"Area of seasonal surface inland water  in first epoch expressed in km2."|"ET"|"dopa"|True|False|3|NULL|NULL
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_s_netchange_km2"|"Area of seasonal surface inland water changes between first and last epochs expressed in km2."|"ET"|"dopa"|True|True|3|"SURFACE INLAND WATER"|"Net change of seasonal surface water between 2018 ? 1985 (km2)"
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_s_netchange_perc"|"Area of seasonal surface inland water changesbetween first and last epochs expressed in percentages."|"ET"|"dopa"|True|True|3|"SURFACE INLAND WATER"|"Net change of seasonal surface water between 2018 ? 1985 (%)"
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_s_now_km2"|"Area of seasonal surface inland water in last epoch expressed in km2."|"ET"|"dopa"|True|True|3|"SURFACE INLAND WATER"|"Seasonal surface water in 2018 (km2)"
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_s_prot_1985_km2"|"Protected area of seasonal surface inland water in first epoch expressed in km2."|"ET"|"dopa"|True|False|3|NULL|NULL
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_s_prot_netchange_km2"|"Protected area of seasonal surface inland water changes between first and last epochs expressed in km2."|"ET"|"dopa"|True|False|3|NULL|NULL
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_s_prot_netchange_perc"|"Protected area of seasonal surface inland water changesbetween first and last epochs expressed in percentages."|"ET"|"dopa"|True|False|3|NULL|NULL
1301|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"water_s_prot_now_km2"|"Protected area of seasonal surface inland water in last epoch expressed in km2."|"ET"|"dopa"|True|False|3|NULL|NULL
1301|"protected_sites"|"get_wdpa_all_inds"|"water_p_1985_km2"|"Area of permanent surface inland water in first epoch expressed in km2."|"PTC"|"dopa"|True|False|3|"SURFACE INLAND WATER"|NULL
1301|"protected_sites"|"get_wdpa_all_inds"|"water_p_netchange_km2"|"Areas of permanent surface inland water changes between first and last epochs expressed in km2."|"PTC"|"dopa"|True|True|3|"SURFACE INLAND WATER"|"Net change of permanent surface water between 2018 � 1985 (km2)"
1301|"protected_sites"|"get_wdpa_all_inds"|"water_p_netchange_perc"|"Percentage of areas of permanent surface inland water changed between first and last epochs."|"PTC"|"dopa"|True|True|3|"SURFACE INLAND WATER"|"Net change of permanent surface water between 2018 � 1985 (%)"
1301|"protected_sites"|"get_wdpa_all_inds"|"water_p_now_km2"|"Area of permanent surface inland water in last epoch expressed in km2."|"PTC"|"dopa"|True|True|3|"SURFACE INLAND WATER"|"Permanent surface water in 2018 (km2)"
1301|"protected_sites"|"get_wdpa_all_inds"|"water_s_1985_km2"|"Area of seasonal surface inland water  in first epoch expressed in km2."|"PTC"|"dopa"|True|False|3|"SURFACE INLAND WATER"|NULL
1301|"protected_sites"|"get_wdpa_all_inds"|"water_s_netchange_km2"|"Areas of seasonal surface inland water changes between first and last epochs expressed in km2."|"PTC"|"dopa"|True|True|3|"SURFACE INLAND WATER"|"Net change of seasonal surface water between 2018 � 1985 (km2)"
1301|"protected_sites"|"get_wdpa_all_inds"|"water_s_netchange_perc"|"Percentage of areas of seasonal surface inland water changed between first and last epochs."|"PTC"|"dopa"|True|True|3|"SURFACE INLAND WATER"|"Net change of seasonal surface water between 2018 � 1985 (%)"
1301|"protected_sites"|"get_wdpa_all_inds"|"water_s_now_km2"|"Area of seasonal surface inland water in last epoch expressed in km2."|"PTC"|"dopa"|True|True|3|"SURFACE INLAND WATER"|"Seasonal surface water in 2018 (km2)"
NULL|"administrative_units"|"get_country_ecoregions_stats"|"area_km2"|"Total area in km2."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_ecoregions_stats"|"country_contribution_to_global_ecoregion_protection"|"country contribution to global ecoregion protection"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_ecoregions_stats"|"country_id"|"DOPA country_id"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_ecoregions_stats"|"country_name"|"Country name"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_ecoregions_stats"|"eco_id"|"Ecoregion numerical ID, as given by the original sources: Terrestrial Ecoregions of the World <a href='http://www.worldwildlife.org/publications/terrestrial-ecoregions-of-the-world' target='_meow'/>(TEOW)</a>, Marine Ecoregions of the World and Pelagic Provinces of the World <a href='http://data.unep-wcmc.org/datasets/38' target='_meow_ppow'/>(MEOW; PPOW)</a> maps."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_ecoregions_stats"|"ecoregion"|"Ecoregion name, as given by the original sources: Terrestrial Ecoregions of the World <a href='http://www.worldwildlife.org/publications/terrestrial-ecoregions-of-the-world' target='_meow'/>(TEOW)</a>, Marine Ecoregions of the World and Pelagic Provinces of the World <a href='http://data.unep-wcmc.org/datasets/38' target='_meow_ppow'/>(MEOW; PPOW)</a> maps."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_ecoregions_stats"|"ecoregion_protection_percentage"|"ecoregion protection percentage"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_ecoregions_stats"|"is_marine"|"is marine"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_ecoregions_stats"|"iso2"|"ISO 3166 standard Alpha-2 country code.
See the <a href='https://www.iso.org/obp/ui' target='_iso'/>International Organization for Standardization (ISO)</a> for more information."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_ecoregions_stats"|"iso3"|"ISO 3166 standard Alpha-3 country code.
See the <a href='https://www.iso.org/obp/ui' target='_iso'/>International Organization for Standardization (ISO)</a> for more information."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_ecoregions_stats"|"percentage_of_ecoregion_in_country"|"percentage of ecoregion in country"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_ecoregions_stats"|"percentage_of_ecoregion_protected_in_country"|"percentage of ecoregion protected in country"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_ecoregions_stats"|"source"|"Ecoregion source. One of: Terrestrial Ecoregions of the World <a href='http://www.worldwildlife.org/publications/terrestrial-ecoregions-of-the-world' target='_meow'/>(TEOW)</a>, Marine Ecoregions of the World and Pelagic Provinces of the World <a href='http://data.unep-wcmc.org/datasets/38' target='_meow_ppow'/>(MEOW; PPOW)</a> maps."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_ecoregions_stats"|"un_m49"|"ISO 3166 standard numeric (UN m49) country code.
See the <a href='https://www.iso.org/obp/ui' target='_iso'/>International Organization for Standardization (ISO)</a> for more information."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_pa_normalized_indicator"|"country_rank"|"Rank scored by protected area in country, calculated on selected indicator (normalized on the indicator range in country)."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_pa_normalized_indicator"|"ind"|"The absolute value of the selected indicator for the protected area."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_pa_normalized_indicator"|"iso2"|"ISO 3166 standard Alpha-2 country code.
See the <a href='https://www.iso.org/obp/ui' target='_iso'/>International Organization for Standardization (ISO)</a> for more information."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_pa_normalized_indicator"|"iso3"|"ISO 3166 standard Alpha-3 country code.
See the <a href='https://www.iso.org/obp/ui' target='_iso'/>International Organization for Standardization (ISO)</a> for more information."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_pa_normalized_indicator"|"normalized_avg_ind"|"The average value of the selected indicator for protected areas in country."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_pa_normalized_indicator"|"normalized_ind"|"The value of the selected indicator for the protected area, normalized on range in country."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_pa_normalized_indicator"|"un_m49"|"ISO 3166 standard numeric (UN m49) country code.
See the <a href='https://www.iso.org/obp/ui' target='_iso'/>International Organization for Standardization (ISO)</a> for more information."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_country_pa_normalized_indicator"|"wdpaid"|"The unique identifier for the protected area as defined in the World Database on Protected Areas (WDPA). See the <a href='http://protectedplanet.net' target='_protectedplanet'/>Protected Planet website</a> for more information."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"amphibians_endemics"|"Number of endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"amphibians_threatened_endemics"|"Number of threatened endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"amphibians_threatened_endemics_perc"|"Percentage of threatened within endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"area_mar_km2"|"Marine area in km2"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"area_mar_perc"|"Percentage of total area which is marine"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"area_prot_km2"|"Total area protected in km2"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"area_prot_mar_km2"|"Marine area protected in km2"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"area_prot_mar_perc"|"Percentage of marine area which is protected"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"area_prot_perc"|"Percentage of total area which is protected"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"area_prot_terr_km2"|"Terrestrial area protected in km2"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"area_prot_terr_perc"|"Percentage of terrestrial area which is protected"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"area_terr_km2"|"Terrestrial area in km2"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"area_terr_perc"|"Percentage of total area which is terrestrial"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"area_tot_km2"|"Total area in km2"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"birds_endemics"|"Number of endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"birds_threatened_endemics"|"Number of threatened endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"birds_threatened_endemics_perc"|"Percentage of threatened within endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"country_number"|"number of countries in the region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_amphibians_endemics"|"Global number of endemic Vertebrates by class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_amphibians_endemics_perc"|"Percentage (respect to global value) of endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_amphibians_threatened_endemics"|"Global Number of threatened endemic Vertebrates by class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_amphibians_threatened_endemics_perc"|"Percentage (respect to global value) of threatened endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_birds_endemics"|"Global number of endemic Vertebrates by class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_birds_endemics_perc"|"Percentage (respect to global value) of endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_birds_threatened_endemics"|"Global Number of threatened endemic Vertebrates by class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_birds_threatened_endemics_perc"|"Percentage (respect to global value) of threatened endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_mammals_endemics"|"Global number of endemic Vertebrates by class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_mammals_endemics_perc"|"Percentage (respect to global value) of endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_mammals_threatened_endemics"|"Global Number of threatened endemic Vertebrates by class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_mammals_threatened_endemics_perc"|"Percentage (respect to global value) of threatened endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_pa_count"|"global number of protected areas"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_pa_count_marine"|"global number of marine protected areas"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_pa_count_terrestrial"|"global number of terrestrial protected areas"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_sharks_rays_endemics"|"Global number of endemic Vertebrates by class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_sharks_rays_endemics_perc"|"Percentage (respect to global value) of endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_sharks_rays_threatened_endemics"|"Global Number of threatened endemic Vertebrates by class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"global_sharks_rays_threatened_endemics_perc"|"Percentage (respect to global value) of threatened endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"mammals_endemics"|"Number of endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"mammals_threatened_endemics"|"Number of threatened endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"mammals_threatened_endemics_perc"|"Percentage of threatened within endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"marine_pa_0_10"|"Number of marine protected areas by size class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"marine_pa_10000_100000"|"Number of marine protected areas by size class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"marine_pa_1000_10000"|"Number of marine protected areas by size class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"marine_pa_100_1000"|"Number of marine protected areas by size class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"marine_pa_10_100"|"Number of marine protected areas by size class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"marine_pa_over_100000"|"Number of marine protected areas by size class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"pa_count"|"total number of protected areas in the region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"pa_count_marine"|"number of marine protected areas in the region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"pa_count_marine_perc"|"percentage of marine protected areas in the region respect to global number of marine protected areas"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"pa_count_perc"|"percentage of protected areas in the region respect to global number of protected areas"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"pa_count_points"|"number of point protected areas in the region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"pa_count_polygons"|"number of polygon protected areas in the region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"pa_count_terrestrial"|"number of terrestrial protected areas in the region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"pa_count_terrestrial_perc"|"percentage of terrestrial protected areas in the region respect to global number of terrestrial protected areas"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"pa_perc_points"|"percentage of point protected vs polygon areas in the region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"pa_perc_polygons"|"percentage of polygon protected vs point areas in the region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"region"|"selected region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"sharks_rays_endemics"|"Number of endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"sharks_rays_threatened_endemics"|"Number of threatened endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"sharks_rays_threatened_endemics_perc"|"Percentage of threatened within endemic Vertebrates by class in region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"subregion"|"selected subregion (if any)"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"terrestrial_pa_0_10"|"Number of terrestrial and coastal protected areas by size class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"terrestrial_pa_10000_100000"|"Number of terrestrial and coastal protected areas by size class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"terrestrial_pa_1000_10000"|"Number of terrestrial and coastal protected areas by size class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"terrestrial_pa_100_1000"|"Number of terrestrial and coastal protected areas by size class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"terrestrial_pa_10_100"|"Number of terrestrial and coastal protected areas by size class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"terrestrial_pa_over_100000"|"Number of terrestrial and coastal protected areas by size class"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"total_water_p_netchange_perc"|"percentage of land where is permanent surface inland water (JRC Global Surface Water) change happened"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"total_water_p_prot_netchange_perc"|"Percentage of terrestrial area which is protected and where permanent surface inland water (JRC Global Surface Water) change happened"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_aggregated_inds"|"weighted_protconn"|"Region connectivity weighted by country areas"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_country_list"|"country_id"|"DOPA country_id"|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_country_list"|"country_iso2"|"ISO 3166 standard Alpha-2 country code.
See the <a href='https://www.iso.org/obp/ui' target='_iso'/>International Organization for Standardization (ISO)</a> for more information."|NULL|"extended"|True|NULL|NULL|NULL|NULL
NULL|"administrative_units"|"get_region_country_list"|"country_iso3"|"ISO 3166 standard Alpha-3 country code.
See the <a href='https://www.iso.org/obp/ui' target='_iso'/>International Organization for Standardization (ISO)</a> for more information."|NULL|"extended"|True|NULL|NULL|NULL|NULL
